Woord;Positive;Negative;Trust;Surprise;Joy;Sadness;Fear;Disgust;Anger;Anticipation
axiomatisch;0;0;1;0;0;0;0;0;0;0
aye;1;0;0;0;0;0;0;0;0;0
azijn;0;0;0;0;0;0;0;0;0;0
azijnzuur;0;0;0;0;0;0;0;0;0;0
azimuth;0;0;0;0;0;0;0;0;0;0
azuur;0;0;0;0;0;0;0;0;0;0
baai;0;0;0;0;0;0;0;0;0;0
baal;0;1;0;0;0;0;1;0;0;0
baan;1;0;0;0;0;0;0;0;0;0
baard;0;0;0;0;0;0;0;0;0;0
baas;0;0;0;0;0;0;0;0;0;0
babbelen;0;0;0;0;0;0;0;0;0;0
baby;1;0;0;0;1;0;0;0;0;0
babysitter;0;0;1;0;0;0;0;0;0;0
baccalaureaat;1;0;0;0;0;0;0;0;0;0
baccarat;0;0;0;0;0;0;0;0;0;0
backgammon;0;0;0;0;0;0;0;0;0;0
backhoe;0;0;0;0;0;0;0;0;0;0
backpacker;0;0;0;0;0;0;0;0;0;0
bacterie;0;1;0;0;0;1;1;1;0;0
bad;1;0;0;0;0;0;0;0;0;0
baden;0;0;0;0;0;0;0;0;0;0
badkamer;0;0;0;0;0;0;0;0;0;0
bagage;0;0;0;0;0;0;0;0;0;0
baggermachine;0;0;0;0;0;0;0;0;0;0
bajonet;0;1;0;0;0;0;1;0;1;0
bak;0;0;0;0;0;0;0;0;0;0
baken;0;0;0;0;0;0;0;0;0;0
bakken;0;0;0;0;0;0;0;0;0;0
bakkerij;0;0;0;0;0;0;0;0;0;0
baksteen;0;0;0;0;0;0;0;0;0;0
bal;0;0;0;0;0;0;0;0;0;0
balans;1;0;0;0;0;0;0;0;0;0
baldakijn;0;0;0;0;0;0;0;0;0;0
balk;1;1;1;0;0;0;0;0;0;0
balkon;0;0;0;0;0;0;0;0;0;0
ballade;1;0;0;0;0;0;0;0;0;0
ballast;0;0;0;0;0;0;0;0;0;0
ballet;1;0;0;0;0;0;0;0;0;0
ballingschap;0;1;0;0;0;1;1;0;1;0
ballon;0;0;0;0;0;0;0;0;0;0
balsamico;0;0;0;0;0;0;0;0;0;0
balsem;1;1;0;0;1;0;0;0;0;1
ban;0;1;0;0;0;0;0;0;0;0
banaan;0;0;0;0;0;0;0;0;0;0
band;0;0;0;0;0;0;0;0;0;0
bandiet;0;1;0;0;0;0;0;0;0;0
bang;0;1;0;0;0;0;1;0;0;0
banier;0;0;0;0;0;0;0;0;0;0
banjo;0;0;0;0;0;0;0;0;0;0
bank;0;0;1;0;0;0;0;0;0;0
banket;1;0;0;0;1;0;0;0;0;1
bankier;0;0;1;0;0;0;0;0;0;0
bankroet;0;1;0;0;0;1;1;0;0;0
banshee;0;1;0;0;0;1;1;1;1;0
bar;0;0;0;0;0;0;0;0;0;0
barak;0;0;0;0;0;0;0;0;0;0
barbaar;0;1;0;0;0;0;1;0;0;0
barbaars;0;1;0;0;0;0;1;1;1;0
barbaarsheid;0;1;0;0;0;0;0;0;0;0
barbecue;0;0;0;0;0;0;0;0;0;0
bard;1;0;0;0;0;0;0;0;0;0
barf;0;0;0;0;0;0;0;1;0;0
bargoens;0;0;0;0;0;0;0;0;0;0
bariton;0;0;0;0;0;0;0;0;0;0
barman;0;0;1;0;0;0;0;0;0;0
barney;0;0;0;0;0;0;0;0;0;0
barok;0;0;0;0;0;0;0;0;0;0
barometer;0;0;0;0;0;0;0;0;0;0
baron;0;0;0;0;0;0;0;0;0;0
barricade;0;1;0;0;0;0;1;0;0;0
barrière;0;1;0;0;0;0;0;0;1;0
bas;0;0;0;0;0;0;0;0;0;0
base;0;0;1;0;0;0;0;0;0;0
baseball;0;0;0;0;0;0;0;0;0;0
basiliek;0;0;0;0;0;0;0;0;0;0
basis;0;0;0;0;0;0;0;0;0;0
basketbal;1;0;0;0;1;0;0;0;0;1
bastaard;0;1;0;0;0;1;0;1;0;0
bastion;1;0;0;0;0;0;0;0;1;0
bataljon;0;0;0;0;0;0;0;0;1;0
Bate;0;0;0;0;0;0;0;0;0;0
baten;0;0;0;0;0;0;0;0;0;0
batterij;0;1;0;0;0;0;0;0;1;0
baviaan;0;1;0;0;0;0;0;1;0;0
bazaar;0;0;0;0;0;0;0;0;0;0
bebaarde;0;0;0;0;0;0;0;0;0;0
bebouwbaar;0;0;0;0;0;0;0;0;0;0
bed;0;0;0;0;0;0;0;0;0;0
beddegoed;0;0;0;0;0;0;0;0;0;0
bedekking;0;0;0;0;0;0;0;0;0;0
bedekt;0;0;0;0;0;0;0;0;0;0
bedelaar;0;1;0;0;0;1;0;0;0;0
bedelarij;0;1;0;0;0;0;0;0;0;0
bedelen;0;1;0;0;0;1;0;0;0;0
bedenken;0;0;0;0;0;0;0;0;0;0
bederven;0;1;0;0;0;0;0;1;0;0
bedorven;0;1;0;0;0;1;1;1;1;0
bedrag;0;0;0;0;0;0;0;0;0;0
bedreigde;0;1;0;0;0;0;1;0;0;0
bedreigen;0;1;0;0;0;0;1;0;1;1
bedreiging;0;1;0;0;0;0;1;0;1;0
bedreven;1;0;0;0;0;0;0;0;0;0
bedriegen;0;1;1;0;0;1;0;1;1;0
bedrieglijk;0;1;0;0;0;1;0;1;0;0
bedrieglijkheid;0;1;0;0;0;0;0;0;0;0
bedrijf;0;0;0;0;0;0;0;0;0;0
bedroefd;0;1;0;0;0;0;1;0;0;0
bedrog;0;1;0;1;0;1;1;1;1;0
bedrogen;0;1;0;0;0;0;0;0;1;0
bedtijd;0;0;0;0;0;0;0;0;0;0
beducht;0;1;0;0;0;0;1;0;0;1
beëdigde verklaring;0;0;0;0;0;0;0;0;0;0
beëindigen;0;0;0;0;0;1;0;0;0;0
beek;0;0;0;0;0;0;0;0;0;0
beeldhouwer;0;0;0;0;0;0;0;0;0;0
beeldhouwkunst;1;0;0;0;0;0;0;0;0;0
beeldje;0;0;0;0;0;0;0;0;0;0
beeltenis;0;0;0;0;0;0;0;0;1;0
been;0;0;0;0;0;0;0;0;0;0
beest;0;1;0;0;0;0;1;0;1;0
beestachtig;0;1;0;0;0;0;1;1;0;0
beestachtigheid;0;1;0;0;0;0;1;0;1;0
begeleiden;0;0;0;0;0;0;0;0;0;0
begeleider;1;0;1;0;0;0;0;0;0;0
begeleiding;1;0;1;0;1;0;0;0;0;1
begeren;0;1;0;0;0;0;0;0;0;1
begerig;0;0;0;0;0;0;0;0;0;0
begiftigd;1;0;0;0;0;0;0;0;0;0
begiftigen;1;0;1;0;0;0;0;0;0;0
begin;0;0;0;0;0;0;0;0;0;1
beginnen;0;0;0;0;0;0;0;0;0;0
beginner;0;0;0;0;0;0;0;0;0;0
begonnen;0;0;0;0;0;0;0;0;0;1
begraafplaats;0;1;0;0;0;1;1;0;0;0
begrafenis;0;1;0;0;0;1;1;0;1;0
begraven;0;1;0;0;0;1;1;0;0;0
begrijpelijk;0;0;0;0;0;0;0;0;0;0
begrijpen;1;0;0;0;0;0;1;0;0;0
begrip;1;0;1;0;0;0;0;0;0;0
begroeten;0;0;0;0;0;0;0;0;0;0
begroeting;0;0;0;0;0;0;0;0;0;0
begunstigde;0;0;0;0;0;0;0;0;0;0
behaard;0;0;0;0;0;0;0;0;0;0
behandelen;1;1;1;1;1;1;1;1;1;1
behandeling;0;0;0;0;0;0;0;0;0;0
beheer;1;0;1;0;0;0;0;0;0;0
behendig;1;0;0;0;0;0;0;0;0;0
behendigheid;1;0;0;0;0;0;0;0;0;0
beheren;1;0;1;0;0;0;0;0;0;0
behoedzaam;1;0;0;0;0;0;1;0;0;0
behoeftig;0;1;0;0;0;1;1;0;0;0
behoud;1;0;1;0;0;0;0;0;0;1
behouden;0;0;1;0;0;0;0;0;0;0
behoudens;0;0;0;0;0;0;0;0;0;0
behuizing;0;0;0;0;0;0;0;0;0;0
behulpzaam;1;0;1;0;1;0;0;0;0;0
beitel;1;0;0;0;0;0;0;0;0;0
bekend;1;0;0;0;0;0;0;0;0;0
bekend maken;0;0;0;0;0;0;0;0;0;0
bekendgemaakt;0;0;1;0;0;0;0;0;0;0
bekentenissen;0;0;0;0;0;0;0;0;0;0
beker;0;0;0;0;0;0;0;0;0;0
bekken;0;0;0;0;0;0;0;0;0;0
bekleding;0;0;0;0;0;0;0;0;0;0
beklimmen;0;0;0;0;0;0;0;0;0;0
beklimming;1;0;0;0;0;0;0;0;0;0
beknoptheid;0;0;0;0;0;0;0;0;0;0
bekostigen;0;0;0;0;0;0;0;0;0;0
bekritiseren;0;1;0;0;0;1;1;1;1;0
bekroning;1;0;1;1;1;0;0;0;0;1
bekwaamheid;0;0;0;0;0;0;0;0;0;0
bel;0;0;0;0;0;0;0;0;0;0
belang;1;0;0;0;0;0;0;0;0;1
belangeloos;0;1;0;0;0;0;0;0;0;0
belangrijk;1;0;1;0;0;0;0;0;0;0
belasting;0;1;0;0;0;1;0;0;0;0
beledigen;0;1;0;0;0;0;0;1;1;0
belediging;0;1;0;1;0;1;1;1;1;0
beleefd;1;0;0;0;0;0;0;0;0;0
beleefdheid;1;0;0;0;0;0;0;0;0;0
belemmeren;0;1;0;0;0;0;1;0;1;0
belemmerend;0;1;0;0;0;0;0;0;1;0
belemmering;0;0;0;0;0;0;0;0;0;0
belichaming;0;0;0;0;0;0;0;0;0;0
belichting;0;0;0;0;0;0;0;0;0;0
belijden;1;1;1;0;0;0;0;0;0;0
belijdenis;0;1;0;1;0;1;1;0;0;1
belofte;1;0;1;0;1;0;0;0;0;0
beloning;1;0;1;1;1;0;0;0;0;1
beluchting;0;0;0;0;0;0;0;0;0;0
beminnelijk;1;0;0;0;0;0;0;0;0;0
benaderen;0;0;0;0;0;0;0;0;0;0
benaderend;0;0;0;0;0;0;0;0;0;0
benaderende;0;0;0;0;0;0;0;0;0;0
benadering;0;0;0;0;0;0;0;0;0;0
benadrukken;0;0;1;0;0;0;0;0;0;0
benaming;0;0;1;0;0;0;0;0;0;0
benauwd;0;1;0;0;0;0;0;0;0;0
bende;0;1;0;0;0;0;1;0;1;0
benen;0;0;0;0;0;0;0;0;0;0
bengelen;0;0;0;0;0;0;0;0;0;0
benig;0;0;0;0;0;0;0;0;0;0
benoemen;0;0;0;0;0;0;0;0;0;0
benoemingen;0;0;0;0;0;0;0;0;0;0
benzine;0;0;0;0;0;0;0;0;0;0
beoordelen;0;0;0;0;0;0;0;0;0;0
bepaalbaar;0;0;0;0;0;0;0;0;0;0
bepaald;0;0;1;0;0;0;0;0;0;1
beperken;0;1;0;0;0;1;1;0;1;0
beperking;0;1;0;0;0;1;1;0;1;0
beperkt;0;1;0;0;0;1;1;1;1;0
beraad;0;0;0;0;0;0;0;0;0;0
berechten;0;1;0;0;0;0;1;0;0;0
bereid;1;0;1;0;0;0;0;0;0;1
bereiden;1;0;0;0;0;0;0;0;0;1
bereidheid;0;0;0;0;0;0;0;0;0;1
bereikbaar;1;0;0;0;0;0;0;0;0;1
bereiken;1;0;1;0;1;0;0;0;0;0
bereiking;1;0;0;0;0;0;0;0;0;0
berekenbaar;0;0;0;0;0;0;0;0;0;0
berekend;0;0;0;0;0;0;0;0;0;0
berekenen;0;1;0;0;0;0;0;0;0;0
berekening;0;0;0;0;0;0;0;0;0;1
berg;0;0;0;0;0;0;0;0;0;1
bergafwaarts;0;0;0;0;0;0;0;0;0;0
bergamot;0;0;0;0;0;0;0;0;0;0
bericht;0;0;0;0;0;0;0;0;0;0
berk;0;1;0;0;0;0;1;1;1;0
berlin;0;0;0;0;0;0;0;0;0;0
berm;0;1;0;0;0;0;1;0;0;1
beroemd;1;0;0;0;1;0;0;0;0;1
beroemdheid;1;1;1;1;1;0;0;1;1;1
beroep;1;0;0;0;0;0;0;0;0;1
beroerte;0;1;0;0;0;1;1;0;0;0
beroofd;0;1;0;0;0;0;0;0;0;0
beroven;0;1;0;0;0;1;1;1;1;0
beroving;0;1;0;0;0;1;1;1;1;0
berucht;0;1;0;0;0;0;1;1;1;0
berusting;0;0;0;0;0;0;0;0;0;0
beschaafd;1;0;1;0;1;0;0;0;0;0
beschaamd;0;1;0;0;0;1;0;1;0;0
beschaving;1;0;1;0;0;0;0;0;0;0
bescheiden;1;0;1;0;0;0;0;0;0;0
bescheidenheid;1;0;0;0;0;0;0;0;0;0
beschermen;1;0;0;0;0;0;0;0;0;0
beschermheer;1;0;1;0;0;0;0;0;0;0
bescherming;0;0;0;0;0;0;0;0;0;0
beschikking;0;1;0;0;0;0;0;0;0;0
beschimmeld;0;0;0;0;0;0;0;0;0;0
beschouwend;0;0;0;0;0;0;0;0;0;0
beschrijven;0;0;0;0;0;0;0;0;0;0
beschrijvend;1;0;0;0;0;0;0;0;0;0
beschrijving;0;0;0;0;0;0;0;0;0;0
beschuldigde;0;1;0;0;0;0;1;0;1;0
beschuldigen;0;1;0;0;0;0;1;0;1;0
beschuldiging;0;1;0;0;0;0;0;1;1;0
beslag;0;1;0;0;0;0;1;0;1;0
beslechten;0;0;0;0;0;0;0;0;0;0
beslissend;0;0;0;0;0;0;0;0;0;0
beslissing;0;0;0;0;0;0;0;0;0;0
beslist;0;0;0;0;0;0;0;0;0;0
beslistheid;0;0;0;0;0;0;0;0;0;0
besmettelijk;0;1;0;0;0;0;1;1;0;0
besmetten;0;1;0;0;0;0;0;1;0;0
besmetting;0;1;0;0;0;0;1;1;0;1
besnijdenis;1;0;0;0;0;0;0;0;0;0
besparing;0;0;0;0;0;0;0;0;0;0
bespoedigen;0;0;0;0;0;0;0;0;0;0
bespreken;0;0;0;0;0;0;0;0;0;0
besproeien;0;0;0;0;0;0;0;0;0;0
bestaan;1;0;0;0;0;0;0;0;0;0
bestaand;0;0;0;0;0;0;0;0;0;0
bestanddeel;0;0;0;0;0;0;0;0;0;0
bestanddelen;0;0;0;0;0;0;0;0;0;0
besteden;0;0;0;0;0;0;0;0;0;0
bestek;0;0;0;0;0;0;0;0;0;0
bestemming;1;0;0;1;1;1;1;0;0;1
bestoken;0;0;0;0;0;0;0;0;0;0
bestormen;0;1;0;1;0;0;1;0;1;0
bestuurder;0;0;0;0;0;0;0;0;0;0
betalen;1;0;1;0;1;0;0;0;0;1
betaling;0;1;0;0;0;0;0;0;0;0
betekenis;0;0;0;0;0;0;0;0;0;0
beteugelen;0;0;0;0;0;0;0;0;0;0
betogend;0;1;0;0;0;0;0;0;0;0
betoger;0;0;0;0;0;0;0;0;0;0
beton;0;0;0;0;0;0;0;0;0;0
betoverde;1;0;1;0;1;0;0;0;0;0
betoveren;1;0;0;1;1;0;0;0;0;1
betoverend;1;0;0;0;1;0;0;0;0;1
betovering;1;0;0;0;0;0;0;0;0;0
betreffen;0;0;0;0;0;0;0;0;0;0
betrekkelijk;0;0;0;0;0;0;0;0;0;0
betreuren;0;1;0;0;0;1;0;1;1;0
betreurenswaardig;0;1;0;0;0;1;1;1;1;0
betrokkenheid;0;0;0;0;0;0;0;0;1;0
betrouwbaar;1;0;1;0;0;0;0;0;0;0
betty;0;0;0;0;0;0;0;0;0;0
betwistbaar;0;0;0;0;0;0;0;0;0;0
beugels;0;0;0;0;0;0;0;0;0;0
beul;0;1;0;0;0;1;1;0;1;0
beurt;0;0;0;0;0;0;0;0;0;0
bevalling;0;0;0;0;0;0;0;0;0;0
bevel;0;0;0;0;0;0;0;0;0;0
bevelen;0;0;0;0;0;0;0;0;0;0
bevelhebber;0;0;0;0;0;0;0;0;0;0
beven;0;0;0;0;0;0;0;0;0;0
bevestigd;1;0;1;0;0;0;0;0;0;0
bevestigen;1;0;1;0;0;0;0;0;0;0
bevestigend;1;0;1;0;0;0;0;0;0;0
bevestiging;1;0;1;0;0;0;0;0;0;0
bevinding;0;0;0;0;0;0;0;0;0;0
bevochtigd;0;0;0;0;0;0;0;0;0;0
bevolking;1;0;0;0;0;0;0;0;0;0
bevorderlijk;1;0;0;0;0;0;0;0;0;0
bevredigen;1;0;0;1;1;0;0;0;0;0
bevredigend;1;0;0;0;0;0;0;0;0;0
bevriend;1;0;1;0;1;0;0;0;0;0
bevriezen;0;0;0;0;0;0;0;0;0;0
bevrijden;0;0;0;0;0;0;0;0;0;0
bevrijding;1;0;1;0;1;0;0;0;0;1
bevroren;0;0;0;0;0;0;0;0;0;0
bevruchten;0;0;0;0;0;0;0;0;0;0
bewaakt;0;0;1;0;0;0;0;0;0;0
bewaarder;0;0;1;0;0;0;0;0;0;0
bewaker;1;0;1;0;0;0;1;0;0;0
bewapend;1;1;0;0;0;0;1;0;1;0
bewapening;0;1;0;0;0;0;1;0;1;0
bewaren;1;0;0;0;0;0;0;0;0;0
bewaring;0;0;0;0;0;0;0;0;0;0
beweging;0;0;0;0;0;0;0;0;0;1
beweren;1;0;1;0;0;0;0;0;0;0
bewering;0;1;0;0;0;0;0;0;1;0
bewerkstelligen;0;0;0;0;0;0;0;0;0;0
bewerkt;1;0;0;0;0;0;0;0;0;0
bewijs;0;0;1;0;0;0;0;0;0;0
bewijsbaar;1;0;0;0;0;0;0;0;0;0
bewijsmateriaal;0;0;0;0;0;0;0;0;0;0
bewijzen;1;0;0;0;0;0;0;0;0;0
bewolking;0;1;0;0;0;0;1;0;0;0
bewolkt;0;0;0;0;0;1;0;0;0;0
bewonderaar;1;0;0;0;0;0;0;0;0;0
bewonderen;1;0;1;0;0;0;0;0;0;0
bewonderenswaardig;1;0;1;0;1;0;0;0;0;0
bewondering;1;0;1;0;1;0;0;0;0;0
bewoner;0;0;0;0;0;0;0;0;0;0
bewoning;0;0;0;0;0;0;0;0;0;0
bewustzijn;1;0;0;0;0;0;0;0;0;0
bezem;0;0;0;0;0;0;0;0;0;0
bezielen;1;0;0;0;0;0;0;0;0;0
bezit;0;1;0;0;0;0;1;1;1;0
bezitten;1;0;1;0;1;0;0;0;0;1
bezitter;0;0;0;0;0;0;0;0;0;0
bezoek;1;0;0;0;0;0;0;0;0;0
bezoeker;1;0;0;0;1;0;0;0;0;1
bezorgd;0;0;0;0;0;1;1;0;0;0
bezwaar;0;1;0;0;0;0;0;0;1;0
bezwerende;0;1;0;0;0;0;0;0;0;0
bibliografie;0;0;0;0;0;0;0;0;0;0
bibliothecaris;0;0;0;0;0;0;0;0;0;0
bibliotheek;1;0;0;0;0;0;0;0;0;0
bicolor;0;0;0;0;0;0;0;0;0;0
bidden;1;0;1;1;1;0;1;0;0;1
biechtstoel;0;0;1;0;0;0;1;0;0;0
bieder;0;0;0;0;0;0;0;0;0;0
bier;1;0;0;0;1;0;0;0;0;0
bierbrouwerij;0;0;0;0;0;0;0;0;0;0
bijbels;1;0;0;0;0;0;0;0;0;0
bijdragen;1;0;0;0;0;0;0;0;0;0
bijeenkomst;0;0;0;0;0;0;0;0;0;0
bijeenroepen;0;0;0;0;0;0;0;0;0;0
bijenkorf;0;1;0;0;0;0;0;0;0;0
bijenwas;0;0;0;0;0;0;0;0;0;0
bijgebouw;0;0;0;0;0;0;0;0;0;0
bijl;0;0;0;0;0;0;0;0;0;0
bijten;0;1;0;0;0;0;0;0;0;0
bijtend;0;1;0;0;0;0;1;0;0;0
bijvoegsel;0;0;0;0;0;0;0;0;0;0
bijzonder;0;0;0;0;0;0;0;0;0;0
bil;0;0;0;0;0;0;0;0;0;0
bilaterale;0;0;0;0;0;0;0;0;0;0
bilayer;0;0;0;0;0;0;0;0;0;0
biljart;0;0;0;0;0;0;0;0;0;0
billijk;0;0;0;0;0;0;0;0;0;0
billijkheid;1;0;0;0;0;0;0;0;0;0
Billy;0;0;0;0;0;0;0;0;0;0
binair;0;0;0;0;0;0;0;0;0;0
binden;0;0;0;0;0;0;0;0;0;0
bindend;0;0;0;0;0;0;0;0;0;0
bindweefsel;0;0;1;0;0;0;0;0;0;0
bing;0;0;0;0;0;0;0;0;0;0
binnen-;0;0;0;0;0;0;0;0;0;0
binnendringer;0;1;0;0;0;1;1;0;1;0
binnenkomst;0;0;0;0;0;0;0;0;0;0
binnenkort;0;0;0;0;0;0;0;0;0;1
binnenplaats;0;0;0;0;0;0;0;0;0;0
binnenschip;0;0;0;0;0;0;0;0;0;0
binnenzijde;0;0;0;0;0;0;0;0;0;0
binomium;0;0;0;0;0;0;0;0;0;0
biogenesis;0;0;0;0;0;0;0;0;0;0
biograaf;0;0;0;0;0;0;0;0;0;0
biografie;0;0;0;0;0;0;0;0;0;0
biologie;0;0;0;0;0;0;0;0;0;0
biopsie;0;1;0;0;0;0;1;0;0;0
bioscoop;0;0;0;0;0;0;0;0;0;0
biosfeer;0;0;0;0;0;0;0;0;0;0
bis;0;0;0;0;0;0;0;0;0;0
bisdom;0;0;0;0;0;0;0;0;0;0
biseksueel;0;0;0;0;0;0;0;0;0;0
bisschop;0;0;0;0;0;0;0;0;0;0
bisschoppelijk;0;0;1;0;0;0;0;0;0;0
bit;0;0;0;0;0;0;0;0;0;0
bitter;0;1;0;0;0;1;0;1;1;0
bitterheid;0;1;0;0;0;1;0;1;1;0
bizar;0;1;0;1;0;0;0;0;0;0
bizon;0;0;0;0;0;0;0;0;0;0
blaar;0;1;0;0;0;0;0;1;0;0
blaas;0;0;0;0;0;0;0;0;0;0
blaasbalg;0;0;0;0;0;0;0;0;1;0
blad;1;0;1;0;0;0;0;0;0;0
bladluis;0;1;0;0;0;0;0;1;0;0
blanco;0;0;0;0;0;0;0;0;0;0
blaten;0;0;0;0;0;0;0;0;0;0
blauw;0;0;0;0;0;1;0;0;0;0
blauwachtig;0;0;0;0;0;0;0;0;0;0
blazen;0;0;0;0;0;0;0;0;0;0
blazer;0;1;0;0;0;0;0;0;0;0
bleef;0;0;0;0;0;0;0;0;0;0
bleekmiddel;0;0;0;0;0;0;0;0;0;0
blending;0;0;0;0;0;0;0;0;0;0
bles;0;1;0;0;0;0;0;0;1;0
blij;1;0;0;0;1;0;0;0;0;1
blijkbaar;0;0;0;0;0;0;0;0;0;0
blijven;0;0;0;0;0;0;0;0;0;0
Blind;0;1;0;0;0;0;0;0;0;0
blindelings;0;1;0;0;0;1;0;0;0;0
blindheid;0;1;0;0;0;1;0;0;0;0
blitz;0;0;0;1;0;0;0;0;0;0
bloed;0;0;0;0;0;0;0;0;0;0
bloedbad;0;1;0;1;0;1;1;1;1;0
bloeddorstig;0;1;0;0;0;0;1;1;1;0
bloedeigen;0;0;0;0;0;0;0;0;0;0
bloedeloos;1;0;0;0;0;0;0;0;0;0
bloeden;0;1;0;0;0;1;1;1;0;0
bloederig;0;1;0;0;0;1;1;1;1;0
bloedhond;0;0;0;0;0;0;0;0;0;0
bloedig;0;1;0;0;0;1;1;1;1;0
bloedvergieten;0;1;0;1;0;1;1;1;1;0
bloeien;1;0;1;0;1;0;0;0;0;1
bloeiend;0;0;0;0;0;0;0;0;0;0
bloemen;1;0;0;0;0;0;0;0;0;0
bloemist;0;0;0;0;0;0;0;0;0;0
bloemlezing;0;0;0;0;0;0;0;0;0;0
bloemrijk;1;0;0;0;0;0;0;0;0;0
bloesem;1;0;0;0;1;0;0;0;0;0
blok;0;0;0;0;0;0;0;0;0;0
blok hout;0;0;0;0;0;0;0;0;0;0
blokkade;0;1;0;0;0;1;1;0;1;0
blond;0;0;0;0;0;0;0;0;0;0
blootgesteld;0;1;0;0;0;0;0;0;0;0
blootstellen;0;0;0;0;0;0;1;0;0;1
blootsvoets;0;0;0;0;0;0;0;0;0;0
blouse;0;0;0;0;0;0;0;0;0;0
blozen;0;1;0;0;0;0;0;0;0;0
blues;0;1;0;0;0;1;1;0;0;0
bluffen;0;1;0;0;0;0;0;0;0;0
blussen;0;1;0;0;0;0;0;0;1;0
boa;0;0;0;0;0;0;0;0;0;0
boarding;0;0;0;0;0;0;0;0;0;0
boards;0;0;0;0;0;0;0;0;0;0
bobbel;0;1;0;0;0;0;1;1;0;0
bocht;0;0;0;0;0;0;0;0;0;0
bod;0;0;0;0;0;0;0;0;0;0
bodem;0;1;0;0;0;1;0;1;0;0
bodemloos;0;0;0;0;0;0;1;0;0;0
boe;0;1;0;0;0;0;0;0;0;0
boef;0;1;0;0;0;0;0;0;0;0
boei;1;0;0;0;0;0;0;0;0;0
boeien;1;0;1;1;1;0;0;0;0;1
boeiende;1;0;0;0;0;0;0;0;0;0
boek;0;0;0;0;0;0;0;0;0;0
boekachtig;1;0;0;0;0;0;0;0;0;0
boekbinderij;0;0;0;0;0;0;0;0;0;0
boeken;0;0;0;0;0;0;0;0;0;0
boekenkast;0;0;0;0;0;0;0;0;0;0
boekenwinkel;1;0;0;0;0;0;0;0;0;0
boekenworm;1;1;0;0;0;0;0;0;0;0
boeket;1;0;1;0;1;0;0;0;0;0
boekhandelaar;0;0;0;0;0;0;0;0;0;0
boekhouden;0;0;0;0;0;0;0;0;0;0
boekhouder;0;0;0;0;0;0;0;0;0;0
boekje;0;0;0;0;0;0;0;0;0;0
boeman;0;1;0;0;0;1;1;0;1;0
boemerang;0;0;1;0;0;0;0;0;0;1
boer;0;0;0;0;0;0;0;0;0;0
boerderij;0;0;0;0;0;0;0;0;0;1
boerenwoning;0;0;0;0;0;0;0;0;0;0
boezem;0;0;0;0;0;0;0;0;0;0
boiler;0;0;0;0;0;0;0;0;0;0
boilerplate;0;1;0;0;0;0;0;0;0;0
boksen;0;0;0;0;0;0;0;0;1;0
bokser;0;0;0;0;0;0;0;0;0;0
bolvormig;0;0;0;0;0;0;0;0;0;0
bolwerk;0;0;0;0;0;0;0;0;0;0
bom;0;1;0;1;0;1;1;0;1;0
bombardement;0;1;0;0;0;0;1;0;1;0
bombarderen;0;1;0;0;0;0;1;0;1;0
bommenwerper;0;0;0;0;0;1;1;0;0;0
bondgenoot;1;0;1;0;0;0;0;0;0;0
bondgenootschap;0;0;1;0;0;0;0;0;0;0
bondig;0;0;0;0;0;0;0;0;0;0
boner;0;0;0;0;0;0;0;0;0;0
bonne;1;0;0;0;0;0;0;0;0;0
bont;0;0;0;0;0;0;0;0;0;0
bonus;1;0;0;1;1;0;0;0;0;1
boodschap;1;0;1;0;0;0;0;0;0;1
boodschapper;0;0;1;0;0;0;0;0;0;0
boog;0;0;0;0;0;0;0;0;0;0
boogschieten;0;0;0;0;0;0;0;0;0;0
boogschutter;0;0;0;0;0;0;0;0;0;0
boom;1;0;1;1;1;0;0;1;1;1
booming;0;0;0;0;0;0;0;0;0;0
boor;0;0;0;0;0;0;0;0;0;0
boord;0;0;0;0;0;0;0;0;0;1
boorder;0;0;0;0;0;0;0;0;0;0
boordevol;0;0;0;0;0;0;0;0;0;0
boos;0;1;0;0;0;0;0;1;1;0
boosheid;0;1;0;0;0;0;0;0;1;0
boost;0;0;0;0;0;0;0;0;0;0
booster;0;0;0;0;0;0;0;0;0;0
boot;0;0;0;0;0;0;0;0;0;0
bordeel;0;1;0;0;0;0;0;1;0;0
borderel;0;0;0;0;0;0;0;0;0;0
borduurwerk;0;0;0;0;0;0;0;0;0;0
boreale;0;0;0;0;0;0;0;0;0;0
borgtocht;0;0;0;0;0;0;0;0;0;0
borst;0;0;0;0;0;0;0;0;0;0
borstel;0;1;0;0;0;0;0;0;0;0
bos;0;0;0;0;0;0;0;0;0;0
bosje;0;0;0;0;0;0;0;0;0;0
Boston;0;0;0;0;0;0;0;0;0;0
bot;0;1;0;0;0;1;1;0;0;0
botanisch;0;0;0;0;0;0;0;0;0;0
botanist;0;0;0;0;0;0;0;0;0;0
boter;0;0;0;0;0;0;0;0;0;0
boterachtig;1;0;0;0;0;0;0;0;0;0
botsende;0;1;0;0;0;0;1;0;1;0
botsing;0;1;0;1;0;1;1;0;1;0
botten;0;0;0;0;0;0;0;0;0;0
bouillon;0;0;0;0;0;0;0;0;0;0
bounds;0;0;0;0;0;0;0;0;0;0
bourse;0;0;0;0;0;0;0;0;0;0
bout;0;0;0;0;0;0;0;0;0;0
bouw;0;0;0;0;0;0;0;0;0;0
bouwen;1;0;0;0;0;0;0;0;0;0
bouwer;0;0;0;0;0;0;0;0;0;0
